Homeologous_ID;Gene;is_Marker_of_Cluster;Specificity;Stability;Genome Asymmetry
TraesCS5A03G0269400;TraesCS5A03G0269400;7Epidermis_3Meristems_12DividingCells;unspecific;stable;
TraesCS5A03G0269400;TraesCS5B03G0297500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0269400;TraesCS5D03G0300400;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0272500;TraesCS5A03G0272500;11Endodermis/Phloem;specific;stable;A_dominant_11
TraesCS5A03G0272500;TraesCS5B03G0276300;NA;;;
TraesCS5A03G0272500;TraesCS5D03G0272800;NA;;;
TraesCS5A03G0304100;TraesCS5D03G0326500;7Epidermis_3Meristems;unspecific;unstable;
TraesCS5A03G0304100;TraesCS5B03G0324400;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0304100;TraesCS5A03G0304100;NA;;;
TraesCS5A03G0304600;TraesCS5A03G0304600;5Unknown_14RootCap;unspecific;stable;
TraesCS5A03G0304600;TraesCS5B03G0324100;5Unknown_14RootCap;;;
TraesCS5A03G0304600;TraesCS5D03G0327000;5Unknown_14RootCap;;;
TraesCS5A03G0308900;TraesCS5A03G0308900;13Phloem;specific;stable;A_dominant_13
TraesCS5A03G0308900;TraesCS5B03G0328400;NA;;;
TraesCS5A03G0308900;TraesCS5D03G0325900;NA;;;
TraesCS5A03G0336500;TraesCS5B03G0291700;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0336500;TraesCS5A03G0336500;NA;;;
TraesCS5A03G0336500;TraesCS5D03G0286700;NA;;;
TraesCS5A03G0357200;TraesCS5B03G0346600;10Xylem;unspecific;unstable;
TraesCS5A03G0357200;TraesCS5A03G0357200;14RootCap_10Xylem;;;
TraesCS5A03G0357200;TraesCS5D03G0341700;14RootCap_10Xylem;;;
TraesCS5A03G0363400;TraesCS5A03G0363400;4ProvascularCells;unspecific;unstable;
TraesCS5A03G0363400;TraesCS5B03G0359300;4ProvascularCells_14RootCap;;;
TraesCS5A03G0363400;TraesCS5D03G0346200;NA;;;
TraesCS5A03G0363500;TraesCS5A03G0363500;4ProvascularCells;unspecific;unstable;
TraesCS5A03G0363500;TraesCS5D03G0346300;4ProvascularCells_14RootCap;;;
TraesCS5A03G0363500;TraesCS5B03G0359400;NA;;;
TraesCS5A03G0378300;TraesCS5B03G0363000;14RootCap;specific;stable;
TraesCS5A03G0378300;TraesCS5A03G0378300;NA;;;
TraesCS5A03G0378300;TraesCS5D03G0350000;NA;;;
TraesCS5A03G0384200;TraesCS5B03G0374700;8RootHair;specific;stable;
TraesCS5A03G0384200;TraesCS5A03G0384200;NA;;;
TraesCS5A03G0384200;TraesCS5D03G0358100;NA;;;
TraesCS5A03G0388600;TraesCS5A03G0388600;14RootCap_10Xylem;unspecific;stable;
TraesCS5A03G0388600;TraesCS5B03G0387000;14RootCap_10Xylem;;;
TraesCS5A03G0388600;TraesCS5D03G0377000;14RootCap_10Xylem;;;
TraesCS5A03G0389200;TraesCS5A03G0389200;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0389200;TraesCS5B03G0386900;NA;;;
TraesCS5A03G0389200;TraesCS5D03G0377100;NA;;;
TraesCS5A03G0390900;TraesCS5B03G0380100;13Phloem;specific;stable;
TraesCS5A03G0390900;TraesCS5A03G0390900;NA;;;
TraesCS5A03G0390900;TraesCS5D03G0378300;NA;;;
TraesCS5A03G0396100;TraesCS5B03G0391500;14RootCap;specific;stable;
TraesCS5A03G0396100;TraesCS5A03G0396100;NA;;;
TraesCS5A03G0396100;TraesCS5D03G0372700;NA;;;
TraesCS5A03G0397500;TraesCS5A03G0397500;12DividingCells;unspecific;unstable;
TraesCS5A03G0397500;TraesCS5B03G0393600;7Epidermis_12DividingCells_11Endodermis/Phloem;;;
TraesCS5A03G0397500;TraesCS5D03G0371400;NA;;;
TraesCS5A03G0397700;TraesCS5A03G0397700;14RootCap;specific;stable;
TraesCS5A03G0397700;TraesCS5B03G0393900;NA;;;
TraesCS5A03G0397700;TraesCS5D03G0370900;NA;;;
TraesCS5A03G0398400;TraesCS5B03G0395300;4ProvascularCells_11Endodermis/Phloem;unspecific;unstable;
TraesCS5A03G0398400;TraesCS5D03G0370700;4ProvascularCells_11Endodermis/Phloem_10Xylem;;;
TraesCS5A03G0398400;TraesCS5A03G0398400;9Endodermis_4ProvascularCells_11Endodermis/Phloem;;;
TraesCS5A03G0400100;TraesCS5A03G0400100;9Endodermis;specific;stable;
TraesCS5A03G0400100;TraesCS5B03G0397900;NA;;;
TraesCS5A03G0400100;TraesCS5D03G0369100;NA;;;
TraesCS5A03G0402700;TraesCS5A03G0402700;12DividingCells;specific;stable;
TraesCS5A03G0402700;TraesCS5B03G0399400;12DividingCells;;;
TraesCS5A03G0402700;TraesCS5D03G0367600;12DividingCells;;;
TraesCS5A03G0410300;TraesCS5A03G0410300;5Unknown;unspecific;unstable;
TraesCS5A03G0410300;TraesCS5B03G0407300;5Unknown_14RootCap;;;
TraesCS5A03G0410300;TraesCS5D03G0361700;5Unknown_14RootCap;;;
TraesCS5A03G0410800;TraesCS5A03G0410800;6Pericycle_11Endodermis/Phloem;unspecific;unstable;
TraesCS5A03G0410800;TraesCS5D03G0360700;6Pericycle_5Unknown_11Endodermis/Phloem;;;
TraesCS5A03G0410800;TraesCS5B03G0408000;6Pericycle_5Unknown_14RootCap_11Endodermis/Phloem;;;
TraesCS5A03G0415600;TraesCS5A03G0415600;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0415600;TraesCS5D03G0383900;11Endodermis/Phloem;;;
TraesCS5A03G0415600;TraesCS5B03G0412300;NA;;;
TraesCS5A03G0417300;TraesCS5A03G0417300;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0417300;TraesCS5B03G0414200;11Endodermis/Phloem;;;
TraesCS5A03G0417300;TraesCS5D03G0385100;NA;;;
TraesCS5A03G0417900;TraesCS5B03G0414600;14RootCap;specific;stable;
TraesCS5A03G0417900;TraesCS5A03G0417900;NA;;;
TraesCS5A03G0417900;TraesCS5D03G0385900;NA;;;
TraesCS5A03G0429900;TraesCS5D03G0399000;14RootCap;specific;stable;B_suppressed_14
TraesCS5A03G0429900;TraesCS5A03G0429900;NA;;;
TraesCS5A03G0429900;TraesCS5B03G0425700;NA;;;
TraesCS5A03G0434000;TraesCS5B03G0429600;5Unknown_14RootCap_10Xylem;unspecific;unstable;
TraesCS5A03G0434000;TraesCS5A03G0434000;6Pericycle_11Endodermis/Phloem;;;
TraesCS5A03G0434000;TraesCS5D03G0402800;6Pericycle_11Endodermis/Phloem;;;
TraesCS5A03G0444500;TraesCS5A03G0444500;14RootCap;unspecific;unstable;
TraesCS5A03G0444500;TraesCS5D03G0410500;9Endodermis_5Unknown;;;
TraesCS5A03G0444500;TraesCS5B03G0437300;NA;;;
TraesCS5A03G0458000;TraesCS5A03G0458000;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS5A03G0458000;TraesCS5B03G0450800;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0458000;TraesCS5D03G0423300;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0458500;TraesCS5B03G0451100;7Epidermis_3Meristems;unspecific;unstable;
TraesCS5A03G0458500;TraesCS5A03G0458500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0458500;TraesCS5D03G0423500;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0471100;TraesCS5A03G0471100;8RootHair;specific;stable;
TraesCS5A03G0471100;TraesCS5B03G0465700;8RootHair_1Epidermis;;;
TraesCS5A03G0471100;TraesCS5D03G0434500;NA;;;
TraesCS5A03G0473000;TraesCS5A03G0473000;4ProvascularCells;unspecific;unstable;
TraesCS5A03G0473000;TraesCS5B03G0469200;4ProvascularCells_12DividingCells;;;
TraesCS5A03G0473000;TraesCS5D03G0436700;4ProvascularCells_12DividingCells_11Endodermis/Phloem;;;
TraesCS5A03G0486700;TraesCS5B03G0485400;9Endodermis;specific;stable;
TraesCS5A03G0486700;TraesCS5A03G0486700;NA;;;
TraesCS5A03G0486700;TraesCS5D03G0449900;NA;;;
TraesCS5A03G0487200;TraesCS5D03G0451100;13Phloem;specific;stable;D_dominant_13
TraesCS5A03G0487200;TraesCS5A03G0487200;NA;;;
TraesCS5A03G0487200;TraesCS5B03G0486300;NA;;;
TraesCS5A03G0490200;TraesCS5D03G0455400;4ProvascularCells;specific;stable;
TraesCS5A03G0490200;TraesCS5A03G0490200;NA;;;
TraesCS5A03G0490200;TraesCS5B03G0492400;NA;;;
TraesCS5A03G0504800;TraesCS5D03G0470600;2Cortex;specific;stable;
TraesCS5A03G0504800;TraesCS5A03G0504800;NA;;;
TraesCS5A03G0504800;TraesCS5B03G0508000;NA;;;
TraesCS5A03G0505300;TraesCS5B03G0508300;14RootCap;unspecific;unstable;
TraesCS5A03G0505300;TraesCS5A03G0505300;6Pericycle_5Unknown_14RootCap;;;
TraesCS5A03G0505300;TraesCS5D03G0471000;6Pericycle_5Unknown_14RootCap_11Endodermis/Phloem;;;
TraesCS5A03G0505600;TraesCS5A03G0505600;11Endodermis/Phloem;specific;stable;D_suppressed_11
TraesCS5A03G0505600;TraesCS5B03G0508700;11Endodermis/Phloem;;;
TraesCS5A03G0505600;TraesCS5D03G0472000;NA;;;
TraesCS5A03G0507100;TraesCS5D03G0473200;2Cortex;specific;stable;D_dominant_2
TraesCS5A03G0507100;TraesCS5A03G0507100;NA;;;
TraesCS5A03G0507100;TraesCS5B03G0512300;NA;;;
TraesCS5A03G0518100;TraesCS5A03G0518100;14RootCap;specific;stable;B_suppressed_14
TraesCS5A03G0518100;TraesCS5B03G0526300;NA;;;
TraesCS5A03G0518100;TraesCS5D03G0483400;NA;;;
TraesCS5A03G0519500;TraesCS5A03G0519500;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0519500;TraesCS5B03G0527800;11Endodermis/Phloem;;;
TraesCS5A03G0519500;TraesCS5D03G0484600;11Endodermis/Phloem;;;
TraesCS5A03G0522200;TraesCS5A03G0522200;5Unknown;unspecific;unstable;
TraesCS5A03G0522200;TraesCS5D03G0487700;5Unknown;;;
TraesCS5A03G0522200;TraesCS5B03G0532300;5Unknown_14RootCap;;;
TraesCS5A03G0526900;TraesCS5A03G0526900;9Endodermis;specific;stable;
TraesCS5A03G0526900;TraesCS5B03G0538700;9Endodermis;;;
TraesCS5A03G0526900;TraesCS5D03G0492700;9Endodermis;;;
TraesCS5A03G0529300;TraesCS5D03G0497100;14RootCap;specific;stable;
TraesCS5A03G0529300;TraesCS5A03G0529300;NA;;;
TraesCS5A03G0529300;TraesCS5B03G0544700;NA;;;
TraesCS5A03G0530500;TraesCS5A03G0530500;3Meristems_12DividingCells;unspecific;stable;
TraesCS5A03G0530500;TraesCS5B03G0543800;3Meristems_12DividingCells;;;
TraesCS5A03G0530500;TraesCS5D03G0496400;3Meristems_12DividingCells;;;
TraesCS5A03G0533600;TraesCS5A03G0533600;5Unknown_14RootCap;unspecific;stable;
TraesCS5A03G0533600;TraesCS5B03G0540200;5Unknown_14RootCap;;;
TraesCS5A03G0533600;TraesCS5D03G0494200;5Unknown_14RootCap;;;
TraesCS5A03G0535600;TraesCS5A03G0535600;6Pericycle;specific;stable;B_dominant_6
TraesCS5A03G0535600;TraesCS5B03G0547100;6Pericycle;;;
TraesCS5A03G0535600;TraesCS5D03G0499400;6Pericycle;;;
TraesCS5A03G0536400;TraesCS5D03G0499900;13Phloem;unspecific;unstable;
TraesCS5A03G0536400;TraesCS5A03G0536400;13Phloem_10Xylem;;;
TraesCS5A03G0536400;TraesCS5B03G0547900;NA;;;
TraesCS5A03G0536500;TraesCS5A03G0536500;13Phloem;specific;stable;A_dominant_13
TraesCS5A03G0536500;TraesCS5B03G0548000;13Phloem;;;
TraesCS5A03G0536500;TraesCS5D03G0500000;13Phloem;;;
TraesCS5A03G0543900;TraesCS5A03G0543900;9Endodermis;specific;stable;D_suppressed_9
TraesCS5A03G0543900;TraesCS5B03G0553900;9Endodermis;;;
TraesCS5A03G0543900;TraesCS5D03G0507800;NA;;;
TraesCS5A03G0547300;TraesCS5B03G0557300;14RootCap;unspecific;unstable;
TraesCS5A03G0547300;TraesCS5A03G0547300;5Unknown_14RootCap;;;
TraesCS5A03G0547300;TraesCS5D03G0510500;NA;;;
TraesCS5A03G0547500;TraesCS5A03G0547500;14RootCap;specific;stable;
TraesCS5A03G0547500;TraesCS5B03G0557600;14RootCap;;;
TraesCS5A03G0547500;TraesCS5D03G0510700;14RootCap;;;
TraesCS5A03G0552800;TraesCS5D03G0519800;14RootCap;specific;stable;A_suppressed_14
TraesCS5A03G0552800;TraesCS5A03G0552800;NA;;;
TraesCS5A03G0552800;TraesCS5B03G0561000;NA;;;
TraesCS5A03G0557800;TraesCS5A03G0557800;14RootCap;specific;stable;
TraesCS5A03G0557800;TraesCS5B03G0567200;NA;;;
TraesCS5A03G0557800;TraesCS5D03G0523200;NA;;;
TraesCS5A03G0558000;TraesCS5D03G0523300;5Unknown;specific;stable;
TraesCS5A03G0558000;TraesCS5A03G0558000;NA;;;
TraesCS5A03G0558000;TraesCS5B03G0567900;NA;;;
TraesCS5A03G0560600;TraesCS5B03G0571000;10Xylem;specific;stable;
TraesCS5A03G0560600;TraesCS5D03G0526200;10Xylem;;;
TraesCS5A03G0560600;TraesCS5A03G0560600;NA;;;
TraesCS5A03G0566000;TraesCS5B03G0578500;14RootCap;specific;stable;
TraesCS5A03G0566000;TraesCS5D03G0532900;14RootCap;;;
TraesCS5A03G0566000;TraesCS5A03G0566000;NA;;;
TraesCS5A03G0570800;TraesCS5A03G0570800;14RootCap_10Xylem;unspecific;stable;
TraesCS5A03G0570800;TraesCS5B03G0582100;14RootCap_10Xylem;;;
TraesCS5A03G0570800;TraesCS5D03G0536900;14RootCap_10Xylem;;;
TraesCS5A03G0580100;TraesCS5A03G0580100;4ProvascularCells;unspecific;unstable;
TraesCS5A03G0580100;TraesCS5D03G0544300;4ProvascularCells;;;
TraesCS5A03G0580100;TraesCS5B03G0594600;6Pericycle_4ProvascularCells;;;
TraesCS5A03G0582500;TraesCS5A03G0582500;7Epidermis;specific;stable;B_suppressed_7
TraesCS5A03G0582500;TraesCS5B03G0596900;NA;;;
TraesCS5A03G0582500;TraesCS5D03G0555200;NA;;;
TraesCS5A03G0584300;TraesCS5A03G0584300;5Unknown;specific;stable;
TraesCS5A03G0584300;TraesCS5D03G0552900;5Unknown;;;
TraesCS5A03G0584300;TraesCS5B03G0599000;NA;;;
TraesCS5A03G0586500;TraesCS5A03G0586500;14RootCap_10Xylem;unspecific;stable;
TraesCS5A03G0586500;TraesCS5B03G0602100;NA;;;
TraesCS5A03G0586500;TraesCS5D03G0550200;NA;;;
TraesCS5A03G0587800;TraesCS5B03G0603300;14RootCap;unspecific;unstable;
TraesCS5A03G0587800;TraesCS5A03G0587800;5Unknown;;;
TraesCS5A03G0587800;TraesCS5D03G0548700;NA;;;
TraesCS5A03G0589900;TraesCS5A03G0589900;11Endodermis/Phloem;specific;stable;A_dominant_11
TraesCS5A03G0589900;TraesCS5B03G0605700;NA;;;
TraesCS5A03G0589900;TraesCS5D03G0547300;NA;;;
TraesCS5A03G0594800;TraesCS5A03G0594800;13Phloem;specific;stable;D_dominant_13
TraesCS5A03G0594800;TraesCS5B03G0609100;13Phloem;;;
TraesCS5A03G0594800;TraesCS5D03G0557600;13Phloem;;;
TraesCS5A03G0597000;TraesCS5D03G0561200;11Endodermis/Phloem;unspecific;unstable;
TraesCS5A03G0597000;TraesCS5B03G0611600;14RootCap;;;
TraesCS5A03G0597000;TraesCS5A03G0597000;NA;;;
TraesCS5A03G0601000;TraesCS5D03G0566700;5Unknown;unspecific;unstable;
TraesCS5A03G0601000;TraesCS5A03G0601000;5Unknown_14RootCap;;;
TraesCS5A03G0601000;TraesCS5B03G0619800;NA;;;
TraesCS5A03G0602000;TraesCS5A03G0602000;5Unknown;specific;stable;
TraesCS5A03G0602000;TraesCS5D03G0567500;5Unknown;;;
TraesCS5A03G0602000;TraesCS5B03G0620600;NA;;;
TraesCS5A03G0602300;TraesCS5A03G0602300;8RootHair;specific;stable;
TraesCS5A03G0602300;TraesCS5B03G0621600;8RootHair;;;
TraesCS5A03G0602300;TraesCS5D03G0567900;8RootHair;;;
TraesCS5A03G0603800;TraesCS5A03G0603800;6Pericycle;specific;stable;
TraesCS5A03G0603800;TraesCS5B03G0622500;6Pericycle;;;
TraesCS5A03G0603800;TraesCS5D03G0569300;6Pericycle;;;
TraesCS5A03G0609800;TraesCS5B03G0626700;11Endodermis/Phloem;specific;stable;B_dominant_11
TraesCS5A03G0609800;TraesCS5A03G0609800;NA;;;
TraesCS5A03G0609800;TraesCS5D03G0573100;NA;;;
TraesCS5A03G0611100;TraesCS5D03G0574600;6Pericycle_4ProvascularCells_11Endodermis/Phloem;unspecific;stable;
TraesCS5A03G0611100;TraesCS5A03G0611100;NA;;;
TraesCS5A03G0611100;TraesCS5B03G0628400;NA;;;
TraesCS5A03G0615800;TraesCS5A03G0615800;3Meristems;unspecific;unstable;
TraesCS5A03G0615800;TraesCS5B03G0633000;3Meristems;;;
TraesCS5A03G0615800;TraesCS5D03G0582600;7Epidermis_3Meristems;;;
TraesCS5A03G0642300;TraesCS5A03G0642300;5Unknown;specific;stable;
TraesCS5A03G0642300;TraesCS5B03G0667300;5Unknown;;;
TraesCS5A03G0642300;TraesCS5D03G0609900;5Unknown;;;
TraesCS5A03G0650500;TraesCS5A03G0650500;10Xylem;unspecific;unstable;
TraesCS5A03G0650500;TraesCS5D03G0616800;10Xylem;;;
TraesCS5A03G0650500;TraesCS5B03G0675400;14RootCap_10Xylem_1Epidermis;;;
TraesCS5A03G0653800;TraesCS5A03G0653800;5Unknown;specific;stable;
TraesCS5A03G0653800;TraesCS5B03G0685500;5Unknown;;;
TraesCS5A03G0653800;TraesCS5D03G0622200;5Unknown;;;
TraesCS5A03G0657700;TraesCS5B03G0692600;8RootHair;specific;stable;
TraesCS5A03G0657700;TraesCS5A03G0657700;8RootHair_1Epidermis;;;
TraesCS5A03G0657700;TraesCS5D03G0627300;NA;;;
TraesCS5A03G0661400;TraesCS5D03G0632500;12DividingCells;unspecific;unstable;
TraesCS5A03G0661400;TraesCS5A03G0661400;4ProvascularCells_12DividingCells;;;
TraesCS5A03G0661400;TraesCS5B03G0700400;NA;;;
TraesCS5A03G0671000;TraesCS5A03G0671000;10Xylem;unspecific;unstable;
TraesCS5A03G0671000;TraesCS5B03G0710400;10Xylem;;;
TraesCS5A03G0671000;TraesCS5D03G0640600;11Endodermis/Phloem_10Xylem;;;
TraesCS5A03G0678300;TraesCS5A03G0678300;7Epidermis;specific;stable;
TraesCS5A03G0678300;TraesCS5D03G0649600;7Epidermis;;;
TraesCS5A03G0678300;TraesCS5B03G0718300;NA;;;
TraesCS5A03G0684700;TraesCS5A03G0684700;14RootCap_1Epidermis;unspecific;stable;
TraesCS5A03G0684700;TraesCS5D03G0654200;7Epidermis_14RootCap_1Epidermis;;;
TraesCS5A03G0684700;TraesCS5B03G0722200;8RootHair_7Epidermis_14RootCap_1Epidermis;;;
TraesCS5A03G0684900;TraesCS5A03G0684900;7Epidermis_3Meristems_12DividingCells;unspecific;stable;
TraesCS5A03G0684900;TraesCS5B03G0722600;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0684900;TraesCS5D03G0654800;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0685500;TraesCS5B03G0722800;7Epidermis;unspecific;unstable;
TraesCS5A03G0685500;TraesCS5D03G0655000;7Epidermis_12DividingCells;;;
TraesCS5A03G0685500;TraesCS5A03G0685500;7Epidermis_3Meristems;;;
TraesCS5A03G0690100;TraesCS5B03G0725200;6Pericycle;unspecific;unstable;
TraesCS5A03G0690100;TraesCS5D03G0657700;6Pericycle_14RootCap;;;
TraesCS5A03G0690100;TraesCS5A03G0690100;NA;;;
TraesCS5A03G0695600;TraesCS5A03G0695600;12DividingCells;specific;stable;
TraesCS5A03G0695600;TraesCS5B03G0732700;12DividingCells;;;
TraesCS5A03G0695600;TraesCS5D03G0664300;NA;;;
TraesCS5A03G0701500;TraesCS5A03G0701500;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0701500;TraesCS5B03G0738200;NA;;;
TraesCS5A03G0701500;TraesCS5D03G0667800;NA;;;
TraesCS5A03G0704000;TraesCS5D03G0671500;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0704000;TraesCS5A03G0704000;NA;;;
TraesCS5A03G0704000;TraesCS5B03G0742400;NA;;;
TraesCS5A03G0711900;TraesCS5D03G0680800;14RootCap;specific;stable;
TraesCS5A03G0711900;TraesCS5A03G0711900;NA;;;
TraesCS5A03G0711900;TraesCS5B03G0750900;NA;;;
TraesCS5A03G0712100;TraesCS5A03G0712100;11Endodermis/Phloem;unspecific;unstable;
TraesCS5A03G0712100;TraesCS5B03G0751000;9Endodermis_11Endodermis/Phloem;;;
TraesCS5A03G0712100;TraesCS5D03G0681000;9Endodermis_11Endodermis/Phloem;;;
TraesCS5A03G0713400;TraesCS5B03G0753200;14RootCap;specific;stable;
TraesCS5A03G0713400;TraesCS5A03G0713400;NA;;;
TraesCS5A03G0713400;TraesCS5D03G0682500;NA;;;
TraesCS5A03G0720100;TraesCS5A03G0720100;5Unknown_14RootCap;unspecific;stable;
TraesCS5A03G0720100;TraesCS5D03G0687800;5Unknown_14RootCap;;;
TraesCS5A03G0720100;TraesCS5B03G0758200;NA;;;
TraesCS5A03G0722000;TraesCS5A03G0722000;5Unknown;specific;stable;
TraesCS5A03G0722000;TraesCS5B03G0759500;5Unknown;;;
TraesCS5A03G0722000;TraesCS5D03G0689200;NA;;;
TraesCS5A03G0724900;TraesCS5A03G0724900;10Xylem;specific;stable;
TraesCS5A03G0724900;TraesCS5D03G0691100;10Xylem;;;
TraesCS5A03G0724900;TraesCS5B03G0761400;NA;;;
TraesCS5A03G0736900;TraesCS5B03G0773300;14RootCap;unspecific;unstable;
TraesCS5A03G0736900;TraesCS5A03G0736900;14RootCap_1Epidermis;;;
TraesCS5A03G0736900;TraesCS5D03G0701800;NA;;;
TraesCS5A03G0740400;TraesCS5B03G0777300;9Endodermis;specific;stable;B_dominant_9
TraesCS5A03G0740400;TraesCS5A03G0740400;NA;;;
TraesCS5A03G0740400;TraesCS5D03G0705100;NA;;;
TraesCS5A03G0743900;TraesCS5D03G0707900;1Epidermis;specific;stable;
TraesCS5A03G0743900;TraesCS5A03G0743900;NA;;;
TraesCS5A03G0743900;TraesCS5B03G0780800;NA;;;
TraesCS5A03G0744700;TraesCS5B03G0781100;6Pericycle;specific;stable;A_suppressed_6
TraesCS5A03G0744700;TraesCS5A03G0744700;NA;;;
TraesCS5A03G0744700;TraesCS5D03G0708400;NA;;;
TraesCS5A03G0744900;TraesCS5A03G0744900;10Xylem;specific;stable;
TraesCS5A03G0744900;TraesCS5B03G0781400;NA;;;
TraesCS5A03G0744900;TraesCS5D03G0708600;NA;;;
TraesCS5A03G0748600;TraesCS5A03G0748600;5Unknown;unspecific;unstable;
TraesCS5A03G0748600;TraesCS5D03G0709800;5Unknown_14RootCap;;;
TraesCS5A03G0748600;TraesCS5B03G0782600;NA;;;
TraesCS5A03G0759200;TraesCS5B03G0793800;5Unknown;specific;stable;
TraesCS5A03G0759200;TraesCS5A03G0759200;NA;;;
TraesCS5A03G0759200;TraesCS5D03G0719100;NA;;;
TraesCS5A03G0760100;TraesCS5A03G0760100;6Pericycle;specific;stable;D_suppressed_6
TraesCS5A03G0760100;TraesCS5B03G0794700;NA;;;
TraesCS5A03G0760100;TraesCS5D03G0720600;NA;;;
TraesCS5A03G0764400;TraesCS5D03G0723100;5Unknown;unspecific;unstable;
TraesCS5A03G0764400;TraesCS5B03G0797800;5Unknown_14RootCap;;;
TraesCS5A03G0764400;TraesCS5A03G0764400;NA;;;
TraesCS5A03G0779400;TraesCS5A03G0779400;12DividingCells;specific;stable;
TraesCS5A03G0779400;TraesCS5B03G0811100;12DividingCells;;;
TraesCS5A03G0779400;TraesCS5D03G0737700;12DividingCells;;;
TraesCS5A03G0780700;TraesCS5B03G0812500;14RootCap;specific;stable;B_dominant_14
TraesCS5A03G0780700;TraesCS5A03G0780700;NA;;;
TraesCS5A03G0780700;TraesCS5D03G0739500;NA;;;
TraesCS5A03G0781200;TraesCS5B03G0812900;14RootCap;specific;stable;
TraesCS5A03G0781200;TraesCS5A03G0781200;NA;;;
TraesCS5A03G0781200;TraesCS5D03G0739900;NA;;;
TraesCS5A03G0784200;TraesCS5B03G0815700;10Xylem;specific;stable;
TraesCS5A03G0784200;TraesCS5A03G0784200;NA;;;
TraesCS5A03G0784200;TraesCS5D03G0742300;NA;;;
TraesCS5A03G0791200;TraesCS5B03G0823900;14RootCap;specific;stable;
TraesCS5A03G0791200;TraesCS5D03G0747200;14RootCap;;;
TraesCS5A03G0791200;TraesCS5A03G0791200;NA;;;
TraesCS5A03G0798500;TraesCS5B03G0831200;14RootCap;specific;stable;
TraesCS5A03G0798500;TraesCS5D03G0755200;14RootCap;;;
TraesCS5A03G0798500;TraesCS5A03G0798500;NA;;;
TraesCS5A03G0798600;TraesCS5A03G0798600;12DividingCells;specific;stable;
TraesCS5A03G0798600;TraesCS5B03G0831300;12DividingCells;;;
TraesCS5A03G0798600;TraesCS5D03G0755300;12DividingCells;;;
TraesCS5A03G0799500;TraesCS5A03G0799500;13Phloem;specific;stable;
TraesCS5A03G0799500;TraesCS5B03G0831900;NA;;;
TraesCS5A03G0799500;TraesCS5D03G0756200;NA;;;
TraesCS5A03G0800900;TraesCS5A03G0800900;12DividingCells;specific;stable;
TraesCS5A03G0800900;TraesCS5B03G0833900;12DividingCells;;;
TraesCS5A03G0800900;TraesCS5D03G0758500;12DividingCells;;;
TraesCS5A03G0811400;TraesCS5B03G0841300;5Unknown_14RootCap;unspecific;stable;
TraesCS5A03G0811400;TraesCS5D03G0766400;5Unknown_14RootCap;;;
TraesCS5A03G0811400;TraesCS5A03G0811400;NA;;;
TraesCS5A03G0811800;TraesCS5D03G0766600;14RootCap;specific;stable;
TraesCS5A03G0811800;TraesCS5A03G0811800;NA;;;
TraesCS5A03G0811800;TraesCS5B03G0841400;NA;;;
TraesCS5A03G0819000;TraesCS5A03G0819000;13Phloem;specific;stable;A_dominant_13
TraesCS5A03G0819000;TraesCS5B03G0852500;13Phloem;;;
TraesCS5A03G0819000;TraesCS5D03G0780700;13Phloem;;;
TraesCS5A03G0846400;TraesCS5B03G0888500;3Meristems;unspecific;unstable;
TraesCS5A03G0846400;TraesCS5D03G0809200;3Meristems;;;
TraesCS5A03G0846400;TraesCS5A03G0846400;7Epidermis_3Meristems;;;
TraesCS5A03G0850600;TraesCS5A03G0850600;10Xylem;specific;stable;D_suppressed_10
TraesCS5A03G0850600;TraesCS5B03G0893700;10Xylem;;;
TraesCS5A03G0850600;TraesCS5D03G0812800;10Xylem;;;
TraesCS5A03G0858900;TraesCS5A03G0858900;7Epidermis_12DividingCells;unspecific;unstable;
TraesCS5A03G0858900;TraesCS5D03G0823500;7Epidermis_12DividingCells;;;
TraesCS5A03G0858900;TraesCS5B03G0904100;7Epidermis_3Meristems_12DividingCells;;;
TraesCS5A03G0859700;TraesCS5A03G0859700;12DividingCells;specific;stable;
TraesCS5A03G0859700;TraesCS5B03G0904800;12DividingCells;;;
TraesCS5A03G0859700;TraesCS5D03G0824400;12DividingCells;;;
TraesCS5A03G0864200;TraesCS5D03G0828800;11Endodermis/Phloem;specific;stable;
TraesCS5A03G0864200;TraesCS5A03G0864200;NA;;;
TraesCS5A03G0864200;TraesCS5B03G0909000;NA;;;
TraesCS5A03G0864400;TraesCS5B03G0909200;14RootCap;specific;stable;
